scheme,domainLength,digitsInDomain,specialInDomain,dotsInDomain,numberDomainSegments,lengthSegmentsRatioDomain,pathLength,digitsInPath,specialInPath,numberQuersSegments,lengthQuerySegRatio,schemeInQuery,longestCharRatio,longestDigitRatio,phishWord,ip,phish
2,12,0,2,2,3,0.3333333333333333,46,3,9,0,0.0,0,0.0909090909090909,0.0303030303030303,2,0,1
2,24,0,2,2,3,0.3333333333333333,66,10,12,0,0.0,0,0.1632653061224489,0.1020408163265306,1,0,1
2,15,0,3,2,4,0.25,89,25,15,0,0.0,0,0.0803571428571428,0.0803571428571428,1,0,1
2,22,0,2,1,3,0.3333333333333333,42,3,5,0,0.0,0,0.1527777777777778,0.0416666666666666,3,0,1
2,27,0,2,2,3,0.3333333333333333,97,7,14,0,0.0,0,0.0984848484848484,0.053030303030303,4,0,1
2,12,0,2,2,3,0.3333333333333333,38,8,7,0,0.0,0,0.1551724137931034,0.0689655172413793,1,0,1
2,18,0,2,2,3,0.3333333333333333,1,0,1,1,1.0,1,0.1891891891891892,0.1621621621621621,1,0,1
2,12,2,1,1,2,0.5,73,0,12,0,0.0,0,0.1397849462365591,0.021505376344086,0,0,1
2,27,0,2,2,3,0.3333333333333333,9,6,3,0,0.0,0,0.3181818181818182,0.0909090909090909,2,0,1
2,26,0,3,3,4,0.25,51,8,9,0,0.0,0,0.1764705882352941,0.0470588235294117,0,0,1
1,15,1,3,2,4,0.25,1,0,1,1,1.0,1,0.1388888888888889,0.2777777777777778,0,0,1
2,19,0,2,2,3,0.3333333333333333,20,0,2,3,0.3333333333333333,1,0.0945945945945946,0.0405405405405405,1,0,1
1,19,0,3,3,4,0.25,40,7,6,0,0.0,0,0.106060606060606,0.106060606060606,1,0,1
1,15,0,2,2,3,0.3333333333333333,46,3,8,0,0.0,0,0.1470588235294117,0.0294117647058823,0,0,1
2,17,0,1,1,2,0.5,21,3,4,0,0.0,0,0.2826086956521739,0.0652173913043478,2,0,1
1,15,0,2,2,3,0.3333333333333333,9,0,2,0,0.0,0,0.2258064516129032,0.0,0,0,1
1,14,0,2,2,3,0.3333333333333333,16,1,3,0,0.0,0,0.2432432432432432,0.027027027027027,2,0,1
2,11,0,1,1,2,0.5,88,9,20,0,0.0,0,0.0841121495327102,0.0186915887850467,1,0,1
2,13,0,1,1,2,0.5,20,0,4,0,0.0,0,0.2195121951219512,0.0,0,0,1
2,19,0,2,2,3,0.3333333333333333,59,0,8,0,0.0,0,0.127906976744186,0.0,2,0,1
1,21,0,2,2,3,0.3333333333333333,14,0,3,1,1.0,1,0.1505376344086021,0.075268817204301,1,0,1
1,16,0,2,2,3,0.3333333333333333,122,45,31,0,0.0,0,0.0551724137931034,0.0482758620689655,1,0,1
1,18,0,1,1,2,0.5,10,8,2,0,0.0,0,0.4,0.2285714285714285,1,0,1
2,19,0,2,2,3,0.3333333333333333,34,0,3,0,0.0,0,0.1967213114754098,0.0,0,0,1
1,24,0,3,2,4,0.25,31,7,4,0,0.0,0,0.1612903225806451,0.1129032258064516,2,0,1
2,23,0,2,1,3,0.3333333333333333,45,0,9,0,0.0,0,0.1447368421052631,0.0,4,0,1
1,20,0,2,2,3,0.3333333333333333,20,0,3,1,1.0,1,0.1929824561403508,0.087719298245614,3,0,1
1,15,0,2,2,3,0.3333333333333333,27,0,4,0,0.0,0,0.1632653061224489,0.0,1,0,1
2,13,0,1,1,2,0.5,21,0,4,0,0.0,0,0.2142857142857142,0.0,0,0,1
1,14,0,2,2,3,0.3333333333333333,21,10,4,0,0.0,0,0.1666666666666666,0.1904761904761904,1,0,1
2,14,1,2,2,3,0.3333333333333333,202,79,71,0,0.0,0,0.0223214285714285,0.0133928571428571,0,0,1
1,17,0,2,2,3,0.3333333333333333,22,12,6,0,0.0,0,0.1956521739130435,0.0869565217391304,1,0,1
1,16,0,3,3,4,0.25,24,4,3,0,0.0,0,0.2340425531914893,0.0851063829787234,2,0,1
1,24,0,2,2,3,0.3333333333333333,19,0,3,0,0.0,0,0.34,0.0,0,0,1
2,10,0,1,1,2,0.5,10,0,2,6,0.1666666666666666,1,0.0272373540856031,0.0194552529182879,0,0,1
1,13,0,1,1,2,0.5,14,0,3,0,0.0,0,0.2647058823529412,0.0,1,0,1
1,22,0,2,2,3,0.3333333333333333,21,0,4,0,0.0,0,0.3,0.0,0,0,1
1,15,0,1,1,2,0.5,20,0,5,0,0.0,0,0.2619047619047619,0.0,0,0,1
1,11,0,2,2,3,0.3333333333333333,117,9,20,0,0.0,0,0.074074074074074,0.0296296296296296,1,0,1
1,20,0,1,1,2,0.5,27,7,3,0,0.0,0,0.3148148148148148,0.074074074074074,0,0,1
2,14,0,1,1,2,0.5,148,3,26,0,0.0,0,0.0588235294117647,0.0176470588235294,1,0,1
2,15,0,2,2,3,0.3333333333333333,30,0,5,0,0.0,0,0.1320754716981132,0.0,0,0,1
1,13,0,2,1,3,0.3333333333333333,1,0,1,0,0.0,0,0.2857142857142857,0.0,0,0,1
1,15,0,2,2,3,0.3333333333333333,13,0,3,0,0.0,0,0.2,0.0,1,0,1
2,16,0,2,2,3,0.3333333333333333,10,4,2,0,0.0,0,0.2058823529411764,0.1176470588235294,3,0,1
1,24,0,2,1,3,0.3333333333333333,18,11,2,0,0.0,0,0.2244897959183673,0.2244897959183673,1,0,1
2,23,0,1,1,2,0.5,21,0,3,11,0.0909090909090909,1,0.1137724550898203,0.0239520958083832,4,0,1
2,9,0,1,1,2,0.5,1,0,1,2,0.5,1,0.1818181818181818,0.2045454545454545,1,0,1
1,19,0,2,2,3,0.3333333333333333,61,2,9,0,0.0,0,0.1724137931034483,0.0229885057471264,2,0,1
1,16,0,2,2,3,0.3333333333333333,19,12,2,0,0.0,0,0.2142857142857142,0.2857142857142857,0,0,1
1,25,0,2,2,3,0.3333333333333333,1,0,1,1,1.0,1,0.3863636363636363,0.0454545454545454,1,0,1
1,13,1,2,2,3,0.3333333333333333,57,1,6,0,0.0,0,0.2857142857142857,0.0129870129870129,1,0,1
2,22,0,1,1,2,0.5,6,4,2,0,0.0,0,0.5277777777777778,0.1111111111111111,0,0,1
2,18,0,2,2,3,0.3333333333333333,105,0,15,0,0.0,0,0.0916030534351145,0.0,2,0,1
2,21,0,2,2,3,0.3333333333333333,33,21,3,0,0.0,0,0.2096774193548387,0.3387096774193548,0,0,1
2,13,4,1,1,2,0.5,14,0,2,0,0.0,0,0.2285714285714285,0.1142857142857142,0,0,1
2,8,0,1,1,2,0.5,28,0,5,0,0.0,0,0.3181818181818182,0.0,0,0,1
1,16,0,1,1,2,0.5,19,0,4,0,0.0,0,0.2857142857142857,0.0,1,0,1
2,14,0,1,1,2,0.5,40,0,6,0,0.0,0,0.1612903225806451,0.0,1,0,1
1,19,0,2,2,3,0.3333333333333333,37,3,9,0,0.0,0,0.1904761904761904,0.0317460317460317,2,0,1
2,19,0,2,2,3,0.3333333333333333,20,0,3,1,1.0,1,0.2222222222222222,0.0,2,0,1
1,18,0,3,3,4,0.25,36,13,5,2,0.5,1,0.0100090991810737,0.008189262966333,2,0,1
1,15,0,2,2,3,0.3333333333333333,1,0,1,19,0.0526315789473684,1,0.10062893081761,0.0188679245283018,0,0,1
2,15,0,1,1,2,0.5,138,7,20,0,0.0,0,0.0807453416149068,0.0248447204968944,3,0,1
2,18,0,3,3,4,0.25,15,4,2,0,0.0,0,0.2195121951219512,0.0975609756097561,1,0,1
1,16,0,3,2,4,0.25,16,0,3,0,0.0,0,0.1794871794871795,0.0,0,0,1
1,20,2,2,2,3,0.3333333333333333,19,0,3,1,1.0,1,0.1188118811881188,0.099009900990099,2,0,1
1,16,0,3,3,4,0.25,22,14,4,0,0.0,0,0.1111111111111111,0.1333333333333333,1,0,1
1,11,0,1,1,2,0.5,17,9,3,0,0.0,0,0.2,0.2571428571428571,0,0,1
1,17,0,3,3,4,0.25,49,4,8,0,0.0,0,0.0958904109589041,0.0273972602739726,0,0,1
1,15,3,2,2,3,0.3333333333333333,17,9,3,0,0.0,0,0.1025641025641025,0.2307692307692307,1,0,1
2,22,0,2,2,3,0.3333333333333333,52,5,10,0,0.0,0,0.1707317073170731,0.048780487804878,3,0,1
1,15,0,1,1,2,0.5,15,9,2,0,0.0,0,0.3243243243243243,0.2432432432432432,1,0,1
2,16,1,1,1,2,0.5,38,6,7,0,0.0,0,0.1290322580645161,0.0967741935483871,0,0,1
2,17,0,1,1,2,0.5,52,9,8,0,0.0,0,0.1818181818181818,0.0649350649350649,1,0,1
2,18,0,2,1,3,0.3333333333333333,13,0,3,0,0.0,0,0.1794871794871795,0.0,0,0,1
2,15,0,2,2,3,0.3333333333333333,210,2,35,0,0.0,0,0.0472103004291845,0.0042918454935622,3,0,1
2,12,0,1,1,2,0.5,167,20,28,0,0.0,0,0.0641711229946524,0.0267379679144385,2,0,1
2,29,0,2,2,3,0.3333333333333333,28,3,5,0,0.0,0,0.3230769230769231,0.0461538461538461,0,0,1
1,19,2,2,2,3,0.3333333333333333,48,8,11,5,0.2,1,0.0847457627118644,0.0677966101694915,2,0,1
1,28,3,4,2,3,0.3333333333333333,1,0,1,0,0.0,0,0.25,0.0833333333333333,0,0,1
1,11,0,2,1,3,0.3333333333333333,1,0,1,1,1.0,1,0.1538461538461538,0.1538461538461538,1,0,1
2,17,0,3,2,4,0.25,73,0,11,0,0.0,0,0.1020408163265306,0.0,0,0,1
2,15,0,2,2,3,0.3333333333333333,27,0,3,1,1.0,1,0.0901639344262295,0.0573770491803278,0,0,1
1,23,0,1,1,2,0.5,33,0,6,0,0.0,0,0.3015873015873015,0.0,0,0,1
1,22,0,2,2,3,0.3333333333333333,17,0,3,0,0.0,0,0.3043478260869565,0.0,0,0,1
1,8,0,1,1,2,0.5,164,54,56,0,0.0,0,0.0279329608938547,0.0111731843575419,0,0,1
2,29,0,2,2,3,0.3333333333333333,17,10,3,0,0.0,0,0.2407407407407407,0.0925925925925925,0,0,1
1,20,0,4,3,5,0.2,21,0,3,1,1.0,1,0.0163690476190476,0.0029761904761904,2,0,1
2,10,0,1,1,2,0.5,14,0,2,0,0.0,0,0.25,0.0,0,0,1
2,13,0,1,1,2,0.5,69,4,11,0,0.0,0,0.1111111111111111,0.0444444444444444,1,0,1
2,16,0,2,2,3,0.3333333333333333,50,5,9,0,0.0,0,0.1081081081081081,0.0675675675675675,4,0,1
1,20,0,3,3,4,0.25,17,0,3,1,1.0,1,0.1206896551724138,0.0517241379310344,0,0,1
1,14,0,1,1,2,0.5,26,0,4,0,0.0,0,0.2127659574468085,0.0,3,0,1
1,18,3,2,2,3,0.3333333333333333,26,4,5,0,0.0,0,0.1372549019607843,0.0784313725490196,2,0,1
2,6,0,1,1,2,0.5,225,76,78,0,0.0,0,0.0209205020920502,0.0125523012552301,0,0,1
2,18,0,4,3,5,0.2,39,0,5,0,0.0,0,0.3076923076923077,0.0,0,0,1
1,18,0,2,1,3,0.3333333333333333,94,4,15,0,0.0,0,0.0840336134453781,0.0084033613445378,2,0,1
2,17,0,2,2,3,0.3333333333333333,107,3,15,0,0.0,0,0.0833333333333333,0.0151515151515151,1,0,1
1,20,0,2,2,3,0.3333333333333333,31,0,4,0,0.0,0,0.2068965517241379,0.0,0,0,1
2,26,0,2,2,3,0.3333333333333333,62,0,8,0,0.0,0,0.1875,0.0,2,0,1
1,17,3,2,2,3,0.3333333333333333,10,4,2,0,0.0,0,0.1764705882352941,0.1176470588235294,0,0,1
2,18,0,2,2,3,0.3333333333333333,14,6,4,0,0.0,0,0.25,0.1,1,0,1
2,24,0,4,2,5,0.2,131,12,14,1,1.0,1,0.0903954802259887,0.0451977401129943,4,0,1
1,16,0,2,2,3,0.3333333333333333,75,15,13,0,0.0,0,0.1122448979591836,0.0816326530612244,1,0,1
2,23,0,3,3,4,0.25,71,2,14,0,0.0,0,0.1274509803921568,0.0196078431372549,1,0,1
1,13,0,2,2,3,0.3333333333333333,14,0,2,0,0.0,0,0.1764705882352941,0.0,0,0,1
1,17,0,2,2,3,0.3333333333333333,20,0,3,1,1.0,1,0.1111111111111111,0.037037037037037,3,0,1
1,10,0,1,1,2,0.5,65,6,9,0,0.0,0,0.1829268292682926,0.048780487804878,0,0,1
2,28,0,3,3,4,0.25,27,3,5,0,0.0,0,0.2698412698412698,0.0476190476190476,1,0,1
1,18,4,3,2,3,0.3333333333333333,38,9,6,8,0.125,1,0.0068922305764411,0.0031328320802005,1,0,1
1,15,0,3,2,4,0.25,20,0,4,1,1.0,1,0.14,0.06,1,0,1
1,15,0,1,1,2,0.5,6,0,2,0,0.0,0,0.3928571428571428,0.0,0,0,1
2,21,0,2,2,3,0.3333333333333333,14,0,2,0,0.0,0,0.3023255813953488,0.0,0,0,1
2,20,0,2,2,3,0.3333333333333333,74,1,12,0,0.0,0,0.1176470588235294,0.0098039215686274,1,0,1
2,15,0,1,1,2,0.5,29,0,5,0,0.0,0,0.2307692307692307,0.0,3,0,1
2,29,4,2,2,3,0.3333333333333333,22,0,4,0,0.0,0,0.1694915254237288,0.0169491525423728,1,0,1
1,28,0,2,2,3,0.3333333333333333,32,6,6,0,0.0,0,0.2238805970149253,0.0597014925373134,2,0,1
1,20,0,3,2,4,0.25,116,18,25,0,0.0,0,0.0839160839160839,0.0349650349650349,0,0,1
1,12,0,1,1,2,0.5,49,2,10,0,0.0,0,0.1176470588235294,0.0147058823529411,2,0,1
1,20,0,2,2,3,0.3333333333333333,15,0,2,1,1.0,1,0.1176470588235294,0.0588235294117647,2,0,1
1,14,3,2,2,3,0.3333333333333333,17,9,3,0,0.0,0,0.1052631578947368,0.2368421052631578,0,0,1
1,20,0,2,2,3,0.3333333333333333,65,3,12,0,0.0,0,0.1304347826086956,0.0326086956521739,0,0,1
1,16,0,1,1,2,0.5,20,0,3,2,0.5,1,0.146067415730337,0.0112359550561797,1,0,1
1,15,1,2,2,3,0.3333333333333333,24,0,3,0,0.0,0,0.1739130434782608,0.0217391304347826,3,0,1
1,12,0,2,1,3,0.3333333333333333,78,32,26,0,0.0,0,0.0412371134020618,0.0206185567010309,1,0,1
2,16,0,1,1,2,0.5,26,0,5,0,0.0,0,0.24,0.0,2,0,1
1,13,0,2,2,3,0.3333333333333333,11,0,2,0,0.0,0,0.1935483870967742,0.0,0,0,1
1,18,0,2,2,3,0.3333333333333333,25,2,3,0,0.0,0,0.22,0.04,0,0,1
1,16,0,2,2,3,0.3333333333333333,62,0,11,0,0.0,0,0.0941176470588235,0.0,1,0,1
2,15,0,2,2,3,0.3333333333333333,29,8,7,0,0.0,0,0.1346153846153846,0.1538461538461538,1,0,1
1,11,2,2,2,3,0.3333333333333333,10,0,2,1,1.0,1,0.1388888888888889,0.0555555555555555,0,0,1
1,15,3,1,1,2,0.5,18,0,4,0,0.0,0,0.15,0.075,0,0,1
1,25,0,2,2,3,0.3333333333333333,21,4,5,1,1.0,1,0.25,0.0588235294117647,0,0,1
1,22,0,3,3,4,0.25,30,4,4,0,0.0,0,0.2033898305084746,0.0677966101694915,1,0,1
1,25,0,2,2,3,0.3333333333333333,16,0,2,1,1.0,1,0.3166666666666666,0.0166666666666666,0,0,1
1,19,0,2,2,3,0.3333333333333333,23,8,3,0,0.0,0,0.2244897959183673,0.1632653061224489,0,0,1
1,16,2,1,1,2,0.5,34,12,7,0,0.0,0,0.1929824561403508,0.0701754385964912,0,0,1
2,23,0,1,1,2,0.5,138,0,21,0,0.0,0,0.1124260355029585,0.0,2,0,1
2,9,0,2,2,3,0.3333333333333333,72,12,14,1,1.0,1,0.0847457627118644,0.0423728813559322,2,0,1
2,20,0,3,2,4,0.25,39,1,8,0,0.0,0,0.1194029850746268,0.0149253731343283,1,0,1
2,20,0,2,2,3,0.3333333333333333,22,0,4,0,0.0,0,0.24,0.0,0,0,1
2,25,0,3,3,4,0.25,31,0,4,0,0.0,0,0.21875,0.0,0,0,1
1,13,0,1,1,2,0.5,22,0,4,1,1.0,1,0.0643274853801169,0.175438596491228,2,0,1
1,27,0,4,4,5,0.2,6,4,2,0,0.0,0,0.275,0.1,2,0,1
2,13,0,1,1,2,0.5,32,1,6,0,0.0,0,0.1886792452830188,0.0188679245283018,1,0,1
1,25,0,3,3,4,0.25,160,16,26,1,1.0,1,0.0571428571428571,0.019047619047619,1,0,1
1,22,0,3,3,4,0.25,13,0,2,1,1.0,1,0.0730593607305936,0.0091324200913242,0,0,1
1,11,0,2,2,3,0.3333333333333333,26,0,4,0,0.0,0,0.1818181818181818,0.0,0,0,1
1,15,0,3,3,4,0.25,50,22,3,0,0.0,0,0.1527777777777778,0.125,1,0,1
2,19,0,2,2,3,0.3333333333333333,36,5,7,0,0.0,0,0.1904761904761904,0.0793650793650793,2,0,1
1,17,0,1,1,2,0.5,63,4,12,0,0.0,0,0.1494252873563218,0.0459770114942528,0,0,1
2,16,1,1,1,2,0.5,74,2,13,0,0.0,0,0.1122448979591836,0.0204081632653061,0,0,1
2,14,0,2,2,3,0.3333333333333333,5,4,1,0,0.0,0,0.2222222222222222,0.1481481481481481,0,0,1
1,19,0,2,2,3,0.3333333333333333,67,16,15,0,0.0,0,0.1290322580645161,0.0967741935483871,1,0,1
1,20,0,2,2,3,0.3333333333333333,13,3,2,0,0.0,0,0.3,0.075,1,0,1
2,17,0,2,2,3,0.3333333333333333,52,1,10,0,0.0,0,0.1038961038961039,0.0129870129870129,2,0,1
2,13,0,2,2,3,0.3333333333333333,46,2,8,0,0.0,0,0.1194029850746268,0.0298507462686567,3,0,1
2,20,0,2,2,3,0.3333333333333333,12,0,3,0,0.0,0,0.3,0.0,1,0,1
1,15,0,2,2,3,0.3333333333333333,26,8,6,0,0.0,0,0.1458333333333333,0.0833333333333333,1,0,1
1,23,0,2,2,3,0.3333333333333333,47,10,8,0,0.0,0,0.1948051948051948,0.0519480519480519,2,0,1
1,15,0,2,2,3,0.3333333333333333,21,8,3,0,0.0,0,0.1860465116279069,0.1860465116279069,0,0,1
2,12,0,1,1,2,0.5,101,0,14,0,0.0,0,0.0991735537190082,0.0,1,0,1
1,25,1,2,2,3,0.3333333333333333,138,51,50,0,0.0,0,0.0470588235294117,0.0235294117647058,1,0,1
2,23,0,2,2,3,0.3333333333333333,77,2,11,0,0.0,0,0.1388888888888889,0.0092592592592592,1,0,1
2,16,0,2,2,3,0.3333333333333333,112,11,28,0,0.0,0,0.0735294117647058,0.0147058823529411,1,0,1
1,15,0,3,3,4,0.25,1,0,1,0,0.0,0,0.1739130434782608,0.0,1,0,1
2,17,0,2,1,3,0.3333333333333333,17,4,5,0,0.0,0,0.1904761904761904,0.0476190476190476,1,0,1
2,19,0,3,2,4,0.25,30,0,4,8,0.125,1,0.0805194805194805,0.0077922077922077,0,0,1
